proxy	x	y	z
ControlTowerWindow_392x320	3.920000	3.200000	1.200000
ControlTowerWindow_624x320	6.239999	3.200000	1.202898
ControlTowerWindow_Corner_01	3.345932	3.200000	2.236506
ControlTowerWindow_Corner_02	3.080005	4.240000	3.080002
ControlTower_01	9.046345	22.803108	9.128924
ControlTower_01_Platform	7.122443	7.186616	8.183718
ControlTower_01_Struts	8.163664	14.338601	8.984677
ControlTower_02	46.325600	104.614998	27.044783
ControlTower_02_Attachments	39.411606	83.912323	27.920822
ControlTower_02_Audio	46.325600	115.887314	28.379009
ControlTower_02_Base	46.325600	14.880002	27.044783
ControlTower_02_BaseInterior_01	25.599995	13.440001	24.999481
ControlTower_02_Column_INT_384x320	3.840000	3.200000	3.840000
ControlTower_02_EntranceDoor	3.326243	4.480001	11.520000
ControlTower_02_LightingProps	43.938301	69.907196	27.083309
ControlTower_02_Mid	15.288410	42.771431	12.800000
ControlTower_02_Pillar_INT_128x336	1.280000	3.360000	1.280000
ControlTower_02_Top	24.239990	16.320000	21.039993
ControlTower_02_Wall_INT_1056x336	10.559995	3.360000	0.640000
ConvenienceStore_01	27.570423	10.178236	16.816906
ConvenienceStore_01_LightingProps	26.011608	1.602209	12.765977
Cooler_01	0.650014	0.411198	0.410743
Cooler_02	0.385743	0.388719	0.688023
Cooler_03	0.338494	0.485201	0.350507
CoolingTower_01	5.949554	4.562889	2.981431
CoolingTower_01_VFX	5.949554	4.562889	2.981431
CopperSpool_01	1.101892	0.857311	1.101892
Corkboard_01	0.999919	0.998730	0.018634
Corkboard_01B	1.490788	1.000000	0.020086
Corkboard_01C	2.088301	1.000000	0.020086
CornerProtector_01	1.775474	0.733975	0.169639
CornerProtector_02	0.918933	0.833444	0.905514
CornerProtector_03	0.588970	0.581680	0.169639
Corridor_5M	107.580185	20.020630	26.900295
Corridor_5M_B	107.736847	19.747503	27.671528
Corridor_9M	35.054073	10.349691	30.403175
Corridor_9M_B	67.996834	37.943142	79.943253
Corridor_HUB	62.500256	35.099716	92.741432
CounterShop_01	3.930819	1.200984	1.920966
CounterStore_02	2.635262	1.240000	0.674349
CountryClubAnnex_01	16.791178	14.155346	27.137589
CountryClubAnnex_01_Attachements	17.010975	3.982048	27.245811
CountryClubAnnex_01_B	11.200811	11.724705	26.189474
CountryClubAnnex_01_LightingProp	11.170238	5.468400	22.255531
CountryClubArchway_01	5.117652	4.156618	0.719006
CountryClubBackroom_01	30.720007	11.872625	18.559999
CountryClubBar_01	8.960003	4.000001	11.520000
CountryClubBespokeFloor_01	58.722794	0.012312	25.486288
CountryClubBespokeFloor_02	30.340254	0.005000	22.910616
CountryClubBespokeFloor_03	30.400000	0.005000	25.279999
CountryClubBespokeFloor_04	10.080020	0.005051	15.040000
CountryClubCeilingBeamWedge_01	0.682096	0.419767	0.682096
CountryClubCeilingBeam_01_1024	10.240001	0.331906	0.663657
CountryClubCeilingBeam_01_512	5.120000	0.331906	0.663657
CountryClubCeilingBeam_01_640	6.240000	0.340732	0.680000
CountryClubCeiling_01_1024x512	10.240000	0.160000	5.120000
CountryClubCeiling_01_1024x640	10.240000	0.160000	6.400000
CountryClubFoundationTerrace_01	42.240002	7.712625	24.471127
CountryClubFoundationTerrace_02	12.522914	7.712625	15.600000
CountryClubFoundationTerrace_03	15.472914	7.712625	45.070000
CountryClubFoundationTerrace_04	24.400000	7.680000	20.639999
CountryClubFoundationTerrace_05	13.200002	7.680000	10.400000
CountryClubFoundationTerrace_06	43.680000	7.680001	15.119999
CountryClubFoundation_01	106.617218	10.272625	98.880005
CountryClubFoundation_01_B_Attachements	107.970627	8.999207	95.010620
CountryClubGazebo_01_A	13.280000	8.960000	11.500818
CountryClubHouse_01	65.398026	18.635345	60.310684
CountryClubHouse_01_B_Attachments	65.398026	18.635345	60.310684
CountryClubKitchen_01	33.757412	11.840262	18.717407
CountryClubMaintinanceRoom_01	16.000002	2.560000	16.000000
CountryClubPillarEnd_03	1.033939	5.114754	1.033137
CountryClubPillar_01	0.960000	4.000000	0.960000
CountryClubPillar_02	0.803772	3.200779	0.804384
CountryClubPillar_03	1.032652	5.112814	1.033703
CountryClubPorteCochere_01	17.024641	9.059826	11.924206
CountryClubPorteCochere_01_Props	6.342771	0.570481	10.643862
CountryClubRoofBespoke_C90_01	8.489071	2.600192	5.929101
CountryClubRoofFlat_01	53.759995	0.000010	38.400021
CountryClubRoofFlat_512x512	5.120006	0.000010	5.120003
CountryClubRoof_256	2.561708	2.604186	5.840710
CountryClubRoof_512	5.121989	2.602727	5.840707
CountryClubRoof_C90_01	5.906937	2.570601	5.871298
CountryClubRoof_C90_02	5.173313	2.346330	5.173240
CountryClubSpaBackroom_01	16.100000	11.712626	6.137232
CountryClubSpaRoofFlat_01	20.480011	0.069097	15.360350
CountryClubSpaRoom_01	11.100004	4.000001	18.460007
CountryClubSpa_01	27.181829	14.158225	34.180702
CountryClubSpa_01_B_Attachements	27.181829	14.158225	34.180702
CountryClubSpa_01_LightingProp	24.256752	4.269746	30.546270
CountryClubStairs_01_B	5.232929	2.560000	2.560000
CountryClubStairs_01_C	5.285000	3.840000	5.177214
CountryClubStairs_01_D	10.239996	6.400001	12.799999
CountryClubStorageRoom_01	5.920000	4.160000	11.040000
CountryClubVilla_01	52.850990	14.150509	27.247494
CountryClubVilla_01_Props	53.006546	11.565598	27.944672
CountryclubWashroom_01	8.325000	4.160000	21.125000
CountryClub_01_B	104.217216	23.241241	98.399994
CountryClub_01_B_Audio	106.617218	21.195347	98.880005
CountryClub_01_B_DebrisPile	76.463615	3.279632	93.425522
CountryClub_01_LightingProp	65.347420	5.402672	51.489571
CoveredFurniture_01_A	1.470389	1.835913	1.689580
CoveredFurniture_01_B	1.321603	1.127934	2.409295
CoveredFurniture_01_C	1.494146	0.298505	3.200081
CoveredStorage_02	16.094398	8.384072	15.999999
CoveredStorage_02_Props	19.088957	7.684118	23.806742
CoveredStorage_04	21.536659	8.345419	21.537878
CoveredStorage_04_LightingProps	15.594701	0.139806	14.742538
CoverLow_01	2.678970	0.847057	1.558984
CoverLow_02	3.420511	0.852574	2.847720
CoverLow_03	1.713069	0.760194	1.598139
CoverLow_05	5.209727	1.331860	1.822846
CoverMedium_01	4.500210	1.317976	2.569840
CoverMedium_02	4.304116	1.856010	1.426562
CoverMedium_03	2.782574	0.838782	1.558984
CoverMedium_04	3.733139	0.855320	2.995103
CoverMedium_05	3.753176	1.549019	1.993081
CoverMedium_06	2.442742	1.381482	1.840876
CraneCollapse_CranePayloadRuin_01	5.424203	3.088992	6.448658
CraneConstructionArmBaseDebris_01_B	11.679377	4.321414	3.461067
CraneConstructionArmBaseDebris_02_B	17.456709	4.476632	3.431961
CraneConstructionArmDebris_Top_01_B	9.539829	3.154164	2.664423
CraneConstructionArmDebris_Top_01_C	9.593376	2.998543	2.867618
CraneConstructionArmDebris_Walkway_01_B	9.234986	0.465167	3.181144
CraneConstructionBaseDebris_01_B	3.341396	5.175043	3.281257
CraneConstructionBaseDebris_02_B	3.230026	5.129832	3.215404
CraneConstructionBaseWeight_01_B	7.720070	5.206604	7.799983
CraneConstructionCatwalkDebris_01_B	3.984285	4.699035	3.993183
CraneConstructionControlRoomDestructible_01	2.415857	2.802157	2.379193
CraneConstructionCounterJibDebris_01_B	21.819437	2.033617	4.460957
CraneConstructionFoundation_01	4.546250	2.861969	4.285015
CraneConstructionMainTowerDebris_02	2.880211	1.480996	3.461545
CraneConstruction_01	83.693130	61.752499	7.602901
CraneConstruction_Debris_01	4.521345	0.717754	4.393088
CraneHoist_01	1.862966	1.655646	1.754050
CraneJibBillboardDebrisPile_01	2.566649	0.312920	2.636028
CraneMount_01	28.781607	0.787917	9.000401
CraneRailsHangar_01	3.186279	0.877917	9.203784
Crane_01_ExtendedBoom	7.270712	21.675146	22.107052
CrateAmmoPack_01	1.931662	1.388051	2.166002
CrateAmmoPack_03	2.839096	1.843374	2.094373
CrateAmmo_01	2.052115	0.667929	0.534209
CrateAmmo_01_StackA	2.143382	1.292699	1.668255
CrateAmmo_01_StackA_B	2.135610	1.342915	1.659732
CrateAmmo_01_StackB	2.148440	1.919449	1.733382
CrateAmmo_01_StackC	2.116559	1.815316	1.639166
CrateAmmo_01_StackD	2.052115	0.667929	0.534209
CrateAmmo_02	2.005507	0.307184	0.515170
CrateAmmo_02_B	2.077789	1.267199	1.573032
CrateAmmo_03	0.677883	0.186163	0.469684
CrateMetalWide_01_A	1.968232	1.150000	1.158232
CrateMetalWide_01_B	2.475268	1.150000	1.158232
CrateMetal_01_A	2.039256	1.524693	2.725398
CrateMetal_01_B	0.500237	0.353677	0.521950
CrateMetal_01_C	0.500237	0.353677	0.521950
CrateMetal_01_D	1.158232	1.150000	1.158232
CrateMetal_01_E	1.371933	1.150000	1.434240
CrateMetal_01_Stack	0.653184	0.704343	0.653210
CrateMetal_02	0.501417	0.509880	1.499837
CrateMetal_03	1.610361	1.010161	2.573604
CrateMetal_03_Snow	1.610361	1.010161	2.573604
CrateMilitaryStack_01	0.581573	0.850733	1.374675
CratePack_01	1.998280	1.517715	1.339042
CratePack_02	2.116169	1.517715	1.890006
CratePack_03	2.156545	1.517715	1.741539
CratePack_04	1.778312	2.265907	3.291800
CratePack_05	1.026762	0.997316	2.088983
CratePack_05_Snow	1.026762	0.997316	2.088983
CratePack_06	1.153365	1.517715	1.741539
CratePack_07	2.171073	1.481445	1.714281
CratePack_09	2.332088	1.516163	2.114897
CratePack_10	1.778312	2.265907	3.291800
CratePallet_01	2.226785	1.480747	1.372658
CratePallet_02_B	2.263221	1.675937	1.312135
CratePile_01	2.103437	0.726235	2.134823
CratePile_01_Snow	2.103437	0.726235	2.134823
CratePlastic_02	0.535764	0.280033	0.356604
CratePlastic_02_B	0.535764	0.280033	0.356604
CraterHugeDown_High_Decal_01	20.247425	4.110498	22.786972
CraterHugeDown_High_Decal_01_Contaminated	20.247425	4.110498	22.786972
CraterLargeDown_High_01	9.439549	1.788107	9.558964
CraterLargeDown_High_01_Contaminated	9.487632	1.642799	9.654545
CraterLargeDown_High_Decal_01	9.439549	1.788107	9.558964
CraterLargeDown_Low_Decal_02_Contaminated	9.857450	1.751592	9.585552
CraterMaker_Large_Dynamic	2.000000	0.995532	2.000000
CraterMaker_Large_Hard	2.000000	0.995532	2.000000
CraterMaker_Large_Soft	2.000000	0.995532	2.000000
CraterMaker_Medium_Dynamic	2.000000	0.995532	2.000000
CraterMaker_Medium_Hard	2.000000	0.995532	2.000000
CraterMaker_Medium_Soft	2.000000	0.995532	2.000000
CraterMaker_Small_Dynamic	0.797540	0.556854	2.100854
CraterMaker_Small_Hard	2.000000	0.995532	2.000000
CraterMaker_Small_Soft	0.797540	0.556854	2.100854
CraterMedium_01	12.075408	2.403323	14.219210
CraterSmallDown_High_01_Contaminated	7.519476	1.566463	7.144861
CraterSmallDown_Low_01	4.769021	1.240063	4.087976
CraterSmallDown_Low_02	4.769021	1.240063	4.087976
CraterSmall_01	9.439549	1.734935	9.558964
Crater_AP_Firestorm	14.755951	2.860260	15.398104
Crater_AutopaintExample	14.755951	2.860260	15.398104
Crater_AutopaintExampleSmall_02	1.624066	0.634235	2.697754
Crater_AutopaintExample_Tungsten	14.755951	2.860260	15.398104
CrateStack_01	1.636434	1.482336	1.437293
CrateStack_02	2.226556	1.488294	1.367881
CrateWeapon_01	1.281877	0.280295	0.430799
CrateWoodenPack_01	1.023864	2.055897	1.028207
CrateWoodenPack_01_Snow	1.023864	2.055897	1.028207
CrateWooden_02	1.544487	1.230795	1.116870
CrateWooden_02_B	1.023864	1.024616	1.001845
CrateWooden_02_Snow	1.544487	1.230795	1.116870
CrateWoodLight_01	0.372873	0.321864	0.556401
CrateWood_01_A	0.654654	0.330483	0.433851
CrateWood_01_B	0.905351	0.721776	0.569501
CrateWood_01_C	0.905351	0.600000	0.534974
CrateWood_01_D	0.905351	0.600000	0.534974
CrateWood_01_E	1.804278	1.203237	1.080969
CrateWood_02	1.804278	1.203237	1.080969
CrateWood_02_B	1.804278	1.203237	1.080969
Crate_01_A	0.448393	0.221564	0.398828
Crate_01_B	0.522734	0.423100	1.336360
Crate_01_C	5.088657	1.685772	2.533513
Crate_02	0.448393	0.221564	0.398828
Crate_03_A	1.071050	0.767715	0.863975
Crate_03_B	1.071050	0.767715	0.863975
Crate_04_A	0.946055	0.507402	0.626190
Crate_04_B	0.945969	0.974389	0.794751
Crate_04_C	0.946055	0.507402	0.626190
Crate_04_CineM01	0.945969	0.974389	0.794751
CrowsNestBasement_01_Props	47.141991	15.063211	41.114201
CrowsNestPillar_01_128x256	1.280000	4.143423	1.280000
CrowsNestPillar_01_128x480	1.280000	4.800000	1.280000
CrowsNest_01_Props	35.729630	51.943245	30.735773
CrowsNest_BasementBase_01	61.439999	0.640001	61.439999
CrowsNest_BasementCorner_01	20.480335	23.680004	20.640005
CrowsNest_BasementDoorway_01	10.240001	11.520000	2.560000
CrowsNest_BasementInterior_01	48.960011	7.040002	41.599983
CrowsNest_BasementStairs_01	4.800000	7.040000	7.040001
CrowsNest_Basement_01	61.440460	23.695160	61.760017
CrowsNest_Rubble_02	5.261353	2.577317	0.398814
CrowsNest_RuinPillar_01_64x352	0.640000	3.805993	0.640000
CrowsNest_Ruin_05	6.486312	4.011191	5.280679
CubeFanBase_01	1.640781	6.399998	6.400000
CubeFanBase_02	3.836829	2.965544	2.425476
CubeFanBlades_01	5.935537	5.934276	1.414426
CubeFanBlades_01_B	1.414426	5.934276	5.935537
CubeFanBlades_02	0.534070	2.006742	2.140812
CubicleRow_01_B_SingleDesk	1.532279	1.559512	3.717137
CupCoffee_01	0.135085	0.080876	0.109240
Cup_01	0.148038	0.111876	0.099720
CurbCurve_01_C90	2.689076	0.248180	2.696979
CurbCurve_01_CC11	6.899042	0.248706	3.332701
CurbCurve_01_CC15	6.169205	0.245363	3.987203
CurbCurve_01_CC22	5.776791	0.241181	3.629820
CurbCurve_01_CC45	6.364194	0.233669	4.653267
CurbCurve_01_CV11	4.026568	0.245526	3.041005
CurbCurve_01_CV22	4.845755	0.247169	3.455493
CurbCurve_01_CV45	3.938618	0.247520	3.542139
CurbCurve_01_CV90_A	2.686644	0.248780	2.694868
CurbCurve_01_CV90_B	5.244769	0.246631	5.250356
CurbCurve_01_CV90_Ramp	5.241546	0.321708	5.247141
CurbEdge_01_A_512	2.560001	0.137577	0.234324
CurbEdge_01_B_512	2.560001	0.137577	0.234324
CurbEnd_01_CC45	6.367459	0.233896	4.656421
CurbEnd_01_CC90	5.757001	0.245050	5.745139
CurbEnd_01_CV90	2.565547	0.180000	2.565549
CurbRamp_01_1024	10.240000	0.247520	2.696039
CurbRamp_01_512	5.123248	0.247520	2.696039
CurbRamp_01_CC30	10.685377	0.226399	7.450755
CurbSetThin_01_1024_Deformed	0.575027	0.350885	10.733437
CurbSetThin_01_256	0.527018	0.355820	3.041617
CurbSetThin_01_512	0.526455	0.357338	5.636310
CurbSetThin_01_CCW22	1.149771	0.349031	3.225609
CurbSetThin_01_CW22	1.216525	0.358985	2.974040
CurbSet_01_1024	2.574332	0.350948	10.737085
CurbSet_01_1024_Deformed	2.601435	0.350885	10.733436
CurbSet_01_256	2.573265	0.345023	3.041617
CurbSet_01_256_SunkenEnd	2.576763	0.442030	3.138029
CurbSet_01_512	2.574384	0.357338	5.636161
CurbSet_01_CCW22	3.195500	0.349031	4.009415
CurbSet_01_CCW22_Soft	3.106532	0.360568	2.974040
CurbSet_01_CW112	2.943828	0.352957	2.487875
CurbSet_01_CW22	3.106532	0.360568	2.974040
CurbSet_01_CW315	2.025264	0.349347	2.551852
CurbSet_01_CW45	2.742316	0.357785	2.566778
CurbSet_01_CW90_Hard	2.884729	0.350956	2.806808
CurbSet_01_CW90_Soft	2.885639	0.348416	2.809281
CurbStraightPlanter_01_512	5.070628	0.244919	2.961679
CurbStraightPlanter_02_512	4.509806	0.244919	1.925400
CurbStraightSlopeCenter_01	7.669532	0.262075	2.667203
CurbStraightSlopeEnd_01	5.401223	0.246324	5.318884
CurbStraight_01_1024	10.234994	0.221624	2.683042
CurbStraight_01_2048	20.480000	0.244365	2.688531
CurbStraight_01_256	2.560000	0.245169	2.688872
CurbStraight_01_256_Broken	2.543578	0.238395	2.694868
CurbStraight_01_256_Ramp	1.285360	0.247522	2.696039
CurbStraight_01_512	5.109498	0.222643	2.684685
CurbTunnelLong_04	6.017159	0.303491	0.500848
CurtainsRodEnd_01	0.222176	0.176542	0.175588
CurtainsRodMount_01	0.079019	0.286666	0.171776
CurtainsRope_01	0.352813	0.119584	0.357488
Curtains_01_PalaceFront	24.763863	5.434979	0.716981
Curtains_02	8.962005	5.319465	0.723633
Curtains_03	8.962005	5.319465	0.723633
Curtain_01_128x170_A	2.161299	2.794539	0.235380
Curtain_01_128x170_B	2.161299	2.794539	0.235380
Curtain_01_150x170	2.646101	2.714701	0.235380
Curtain_01_256x170	3.400589	2.794539	0.235380
Curtain_01_A_EAcloth	1.873723	5.289540	0.650073
Curtain_01_B_EACloth	1.865234	5.198564	0.673032
CurvedMonitor_01	1.279936	0.557005	0.286237
CurvedMonitor_01_B	1.279936	0.959313	0.292854
CushionsRuralStack_01	1.045365	0.314837	0.690675
CushionsRural_01_A	0.762456	0.246288	0.452670
CushionsRural_01_B	0.662015	0.142088	0.634065
CustomGarage_02	42.439877	10.235055	38.578674
CypressItalian_01_M_A	4.425102	14.603531	4.448429
CypressItalian_01_M_B	2.942780	13.881388	3.178405
CypressItalian_01_M_C	3.056911	13.831882	3.422503
DailyNecessities_01	1.146006	0.801304	1.923841
DamagedPipeline_01	0.662205	0.660825	3.002213
DamagePartConcrete_01	1.818057	2.300164	1.082416
DamagePartConcrete_03	0.341695	0.744031	0.204025
Dam_Industrial_Unit_01_B_1	7.759784	3.120409	4.297889
DCcube_DC4_Tough	1.200000	1.200000	1.200000
DeadBush_01_S	1.153325	1.323800	1.200085
DeadBush_01_S_A	1.299299	1.148643	1.371408
DeadBush_01_S_B	1.759894	1.217082	1.773123
DeadStump_01_M_A	0.571240	3.927710	0.713292
DeadStump_01_M_B	0.556894	2.419141	0.674092
DeadStump_01_M_C	0.468661	1.594934	0.576541
DeadStump_01_M_D	0.854775	2.013580	0.586435
DeadStump_01_M_D_Burning	0.854775	2.013580	0.586435
DeadStump_02_L	1.440310	2.580518	1.851077
DeadStump_02_M	0.862490	1.654929	0.846042
Dead_01_M_A	1.099159	4.106303	1.499196
Dead_01_M_B	1.066072	2.415288	0.464113
Dead_01_M_C	4.258242	1.966485	1.274874
DebrisPileConstruction_02	21.939995	6.693922	22.089710
DebrisPileSoukInteriorCenter_01	7.170771	3.783771	4.026358
DebrisPileSoukInteriorCorner_01	3.815698	3.933009	3.832063
DebrisPile_01_B	13.959514	1.774165	11.214108
DebrisPlank_01A	1.613683	0.044971	0.250809
DebrisPlank_01B	1.610905	0.037448	0.169978
DebrisRoofTiles_01	3.683546	1.026203	3.352674
DebrisScattered_02	7.181853	0.191701	7.040283
DebrisScattered_03	2.244192	0.158509	0.672100
DebrisStoneChunk_01_A	0.622301	0.360567	0.592335
DebrisStoneChunk_01_B	0.915163	0.759288	0.615259
DebrisStoneChunk_02	0.981330	0.782145	0.591935
DebrisStructuralWall_01	3.492569	0.668932	3.599821
DebrisWallConcrete_01	4.747647	1.117361	7.378158
DebrisWoodBurnt_01	1.171527	0.157820	0.540215
DebrisWoodBurnt_02	1.155574	0.210603	0.737140
DebrisWoodBurnt_03	0.708075	0.137664	0.435273
DebrisWoodBurnt_04	1.103106	0.196318	1.319701
DebrisWoodenPlanks_01	4.120209	1.188946	4.245717
DebrisWoodPile_01	5.654446	0.256326	2.215705
DebrisWoodPile_02	3.220023	0.103809	2.258911
DebrisWoodPile_03	3.139077	0.366236	2.283003
DebrisWoodPile_04	4.561791	0.277287	1.410103
DebrisWoodPile_05	3.274377	0.573639	2.737174
DebrisWoodPile_06	4.413821	0.543636	1.359017
Decal1024x128	3.451920	0.010000	0.820800
Decal256x128	1.725960	0.010000	0.820800
Decal256x128_Destructible	1.000000	1.000000	1.000000
Decal256x256	2.675238	0.010000	2.544480
DecalDirt_01	1.368255	0.000010	2.302128
DecalDirt_02	2.699181	0.000010	1.876234
DecalDirt_03	2.305644	0.000010	1.690648
DecalDirt_04	3.074112	0.000010	1.734849
DecalDirt_05	2.096389	0.000010	1.674159
DecalDirt_06	1.119506	0.000010	3.361221
DecalStrip_01_1024	10.240000	0.000010	0.256152
DecalStrip_01_2048	20.480000	0.000010	0.256152
DecalStrip_01_512	5.120000	0.000010	0.256152
Decal_128x128	2.560000	0.000010	2.560000
Decal_128x128_NoCollision	2.560000	0.000010	2.560000
Decal_128x256	3.072000	0.000010	1.536000
Decal_PuddleLong_01	5.120000	0.000010	1.705934
Decal_PuddleLong_01_MP_Granite	5.120000	0.000010	1.705934
Decal_PuddleLong_02	5.120000	0.000010	0.854066
Decal_PuddleLong_03	9.289001	0.000010	0.490772
Decal_PuddleLong_03b	1.000000	1.000000	1.000000
Decal_PuddleLong_04	5.120000	0.000010	1.053159
Decal_PuddleLong_04b	1.000000	1.000000	1.000000
Decal_PuddleLong_06	5.120000	0.000010	1.705934
Decal_PuddleLong_06b	5.120000	0.000010	1.705934
Decal_PuddleLong_06b_Dark_01	1.000000	1.000000	1.000000
DEC_FacadeRuinPiles_01	8.158186	2.821187	7.779720
DEC_FloorConcreteFacadeRebar_01	1.740450	0.838205	1.551677
DEC_HangingCable_01_A_Top_128x32	1.000000	1.000000	1.000000
DEC_HangingCable_01_A_Top_256x32	1.000000	1.000000	1.000000
DefenderTunnelA_01	29.524458	20.965675	35.382778
DefendertunnelB_01	43.444309	20.956287	36.443295
DefendertunnelC_01	41.290951	24.175961	49.460026
DeployCam	0.812862	1.112794	1.535580
DesertCliffEdge_01	38.005501	12.048358	14.434519
DeskLamp_Spot_01	0.167750	0.377639	0.303345
DeskLamp_Spot_01_Static_S2B2	0.167750	0.377639	0.303345
DeskReception_01	2.657428	1.218816	1.167261
DeskStraight_02	3.717137	1.559512	1.071768
DeskStraight_03	3.699346	1.559512	1.071768
Desk_01	3.840000	0.800000	1.600000
Desk_Wooden_01	2.356986	0.753947	0.910435
DestroyedTreeLine_01	11.794530	14.160448	46.387825
DestroyedWalkwayRail_192	0.279900	1.260522	2.514765
DE_128x128_Breakable	0.401151	0.017785	0.399584
DE_128x128_NoCollision_02	2.560000	0.000010	2.560000
DE_Area15Exit_01	1.000000	1.000000	1.000000
DE_AshPile_256x256_01_NoCollision	2.560000	0.023171	2.560000
DE_ChemicalFactoryExit_01	1.000000	1.000000	1.000000
DE_ClimateTestingLogo_01	2.560000	0.000010	2.560000
DE_ColorDecal_1024x128_01	1.000000	1.000000	1.000000
DE_ColorDecal_128x128_01	1.000000	1.000000	1.000000
DE_ColorDecal_128x128_02	1.000000	1.000000	1.000000
DE_ColorDecal_512x128_01	1.000000	1.000000	1.000000
DE_ComplexInteriorExit_01	2.560000	0.959999	0.000010
DE_ControlTowerIn_01	0.700000	0.500000	0.000010
DE_ControlTowerIn_02	0.700000	0.160000	0.000010
DE_ControlTowerSign_01	2.560000	0.000010	2.560000
DE_Dirt_01	1.368255	0.000010	2.302128
DE_Dirt_01_Breakable	0.353246	0.014778	0.298728
DE_Dirt_02	2.699181	0.000010	1.876234
DE_Dirt_02_Breakable	0.401151	0.017785	0.399584
DE_Dirt_04	3.074112	0.000010	1.734849
DE_Dirt_05	2.096389	0.000010	1.674159
DE_Dirt_05_Breakable	0.401151	0.017785	0.399584
DE_Dirt_06	1.000000	1.000000	1.000000
DE_ManholeCovers_01	2.560000	0.000010	2.560000
DE_OfficeRuin_02_Crack_01	1.000000	1.000000	1.000000
DE_OfficeRuin_02_Crack_02	1.000000	1.000000	1.000000
DE_OfficeRuin_02_Crack_03	1.000000	1.000000	1.000000
DE_OfficeRuin_02_Crack_04	1.000000	1.000000	1.000000
DE_OfficeRuin_02_Dust_01	1.000000	1.000000	1.000000
DE_OilLeak_01	2.389761	1.941709	0.299815
DE_OilLeak_01_B	1.109315	0.940067	1.741269
DE_OilLeak_01_C	0.269483	0.540508	1.005733
DE_ParkingStructure_01_Dust_01	9.641624	1.049837	0.000010
DE_ParkingStructure_01_Dust_02	1.291317	1.049837	0.000010
DE_ParkingStructure_01_Dust_03	0.974879	1.049836	0.000010
DE_SealCover_01	1.000000	1.000000	1.000000
DE_SealCover_02	1.000000	1.000000	1.000000
DE_SealCover_03	1.000000	1.000000	1.000000
DE_SealCover_04	1.000000	1.000000	1.000000
DE_SealCover_05	1.000000	1.000000	1.000000
DE_SealCover_06	1.000000	1.000000	1.000000
DE_SealCover_07	1.000000	1.000000	1.000000
DE_SealExit_01	1.000000	1.000000	1.000000
DE_StorageSectionalNumber_01	0.391481	0.033203	0.389646
DE_StorageSectionalNumber_02	0.391335	0.033203	0.389646
DE_StorageSectionalNumber_03	0.391335	0.033203	0.389646
DE_StorageSectionalNumber_04	0.391335	0.033203	0.389646
DE_StorageSectionalNumber_05	0.391335	0.033203	0.389646
DE_StorageSectionalNumber_06	0.391335	0.033203	0.389646
DE_StorageSectionalNumber_07	0.391335	0.033203	0.389646
DE_StorageSectionalNumber_08	0.391335	0.033203	0.389646
DE_StorageSectionalSign_01	8.320000	0.000010	12.800000
DE_StorageSectionalSign_02	3.840000	0.000010	0.320000
DE_StorageSectionalSign_03	2.560000	0.000010	7.680000
DE_StorageSectionalSign_A1	0.620000	0.033203	0.389646
DE_StorageSectionalSign_A2	1.000000	1.000000	1.000000
DE_StorageSectionalSign_A3	1.000000	1.000000	1.000000
DE_StorageSectionalSign_B1	1.000000	1.000000	1.000000
DE_StorageSectionalSign_B2	1.000000	1.000000	1.000000
DE_StorageSectionalSign_B3	1.000000	1.000000	1.000000
DE_TCFloor_256x128_NoCollision	2.559999	0.000010	1.280000
DE_TCFloor_512x128_NoCollision	5.119997	0.000010	1.280000
DE_TCFloor_NW_FirstFloor_NoCollision	75.294106	0.000010	46.080399
DE_TCFloor_NW_GroundFloor_NoCollision	97.045349	7.680499	50.815670
DE_TCFloor_NW_SecondThird_NoCollision	72.030373	0.000010	18.056257
DE_TCFloor_SW_FirstFloor_NoCollision	115.047112	0.000010	46.106575
DE_TCFloor_SW_GroundFloor_NoCollision	133.249466	0.000500	46.144581
DE_TCFloor_SW_SecondFloor_NoCollision	119.545982	0.000010	38.333904
DE_UndergroundDock_01	1.000000	1.000000	1.000000
DE_UndergroundDock_02	1.000000	1.000000	1.000000
DE_UndergroundMilitaryNumber_01	1.000000	1.000000	1.000000
DE_UndergroundMilitaryNumber_02	1.000000	1.000000	1.000000
DE_UndergroundMilitaryNumber_03	1.000000	1.000000	1.000000
DE_UndergroundWarningLine_01	1.000000	1.000000	1.000000
DE_WallCrack_01	2.588940	0.010000	0.820800
DE_WallCrack_02	2.588940	0.010000	1.430503
DigitalScale_01	0.390933	0.149343	0.444975
DiningChairsWood_01	0.490547	1.053843	0.561971
DiningChairsWood_01_destroyed	1.068849	0.608937	0.675366
DiningChair_01_A	0.474346	1.066525	0.533124
DiningChair_01_B	0.474346	1.066525	0.533124
DiningTableWood_01	1.669078	0.775049	0.920665
DiningTableWood_02	0.851007	0.773003	0.876862
DiningTable_01	2.035579	0.848133	1.000173
DirectionMarkers_01	1.855212	0.000010	2.634752
DirectionMarkers_01_B	1.795084	0.000010	2.634752
DirectionMarkers_01_C	2.040726	0.000010	2.634085
DirectionMarkers_01_D	2.648083	0.000010	2.634752
DirtMoundLarge_01	8.801420	2.572093	7.171175
DirtPileLarge_01	10.598714	1.522318	6.054323
DirtPileLarge_02	4.950163	1.521344	7.656407
DirtPileLarge_03	4.915638	1.563083	7.687940
DirtPile_01_A	4.050342	0.842773	2.558368
