godot_proxy	game_mesh	score	tier
FlameVine_01_S_A	bs_com_flamevine_01_s_a	1.0	exact
FlameVine_01_S_B	bs_com_flamevine_01_s_b	1.0	exact
FlareStack_01	ind_flarestack_01	1.0	exact
Flashlight_01	com_flashlight_01	1.0	exact
FlatbedTrailer_01_Base	FlatbedTrailer_01_Base	1.00	manual
FlatbedTrailer_01_Base_DDPF	FlatbedTrailer_01_Base_DDPF	1.00	manual
FlatbedTrailer_01_Landing_Gear_01	FlatbedTrailer_01_Landing_Gear_01	1.00	manual
FlightBreathingApparatust_01	mil_flightbreathingapparatust_01	1.0	auto-dims
FlightHelmet_01	mil_flighthelmet_01	1.0	exact
FlightSuit_01	mil_flightsuit_01	1.0	exact
FlightSuit_02	mil_flightsuit_02	1.0	exact
FloatingPontoonCenter_01	mil_floatingpontooncenter_01	1.0	exact
FloatingPontoonRamp_01	mil_floatingpontoonramp_01	1.0	exact
FloorConcreteFacadeStatic_01_B	com_floorconcretefacadestatic_01_b	1.0	exact
FloorConcreteFacadeStatic_01_C	com_floorconcretefacadestatic_01_c	1.0	exact
FloorConcreteFacadeStatic_01_D	com_floorconcretefacadestatic_01_d	1.0	exact
FloorConcreteFacadeStatic_01_E	com_floorconcretefacadestatic_01_e	1.0	exact
FloorConcreteFacadeStatic_01_F	com_floorconcretefacadestatic_01_f	1.0	exact
FloorConcreteFacadeStatic_01_G	com_floorconcretefacadestatic_01_g	1.0	exact
FloorLamp_01	lf_com_floorlamp_01	1.0	auto-dims
FloorLamp_02	lf_com_floorlamp_02	1.0	auto-dims
FloorPlate_01_128	seu_floorplate_01_128	1.0	exact
FloorPlate_01_256	seu_floorplate_01_256	1.0	exact
FloorPlate_01_512x128	FloorPlate_01_512x128	1.00	manual
FlowerMisc_03_S_A	FlowerMisc_03_S_A	1.00	manual
FlowerMisc_03_S_B	bs_com_flowermisc_03_s_b	1.0	exact
Flowermisc_08_S_A	bs_com_flowermisc_08_s_a	1.0	exact
Flowermisc_09_S_A	Flowermisc_09_S_A	1.00	manual
FoldingDisplayStand_01	FoldingDisplayStand_01	1.00	manual
FoldingTable_01	com_foldingtable_01	1.0	exact
FoodCounter_01	FoodCounter_01	1.00	manual
FoodCounter_01_ArabicTarp	FoodCounter_01_ArabicTarp	1.00	manual
FoodPoster_English_01	cas_foodposter_english_01	1.0	exact
FoodStand_01	euu_foodstand_01	1.0	exact
FoodTrailer_Large_01	euu_foodtrailer_large_01	1.0	exact
FoodTrayPile_01	mil_foodtraypile_01	1.0	auto-dims
FoodTraySpread_01	mil_foodtrayspread_01	1.0	auto-dims
FoodTray_01	mil_foodtray_01	1.0	auto-dims
FoodTruck_01	com_foodtruck_01	1.0	exact
FoodTruck_01_CanopyOpen_Front	com_foodtruck_01_canopyopen_front	1.0	exact
FoodTruck_01_CanopyOpen_Rear	com_foodtruck_01_canopyopen_rear	1.0	exact
FoodTruck_01_Canopy_Front	com_foodtruck_01_canopy_front	1.0	exact
FoodTruck_01_Canopy_Rear	com_foodtruck_01_canopy_rear	1.0	exact
FoodTruck_01_Door_FrontLeft	com_foodtruck_01_door_frontleft	1.0	exact
FoodTruck_01_Door_FrontRight	com_foodtruck_01_door_frontright	1.0	exact
FoodTruck_01_FrontSkylight	com_foodtruck_01_frontskylight	1.0	exact
FoodTruck_01_Menu	com_foodtruck_01_menu	1.0	exact
FootBridge_01_Breakable	seu_footbridge_01_breakable	1.0	exact
FootBridge_01_Log	cas_footbridge_01_log	1.0	exact
ForSaleBoard_01	com_forsaleboard_01	1.0	exact
Fork_01	com_fork_01	1.0	exact
Forklift_01	Forklift_01	1.00	manual
Forklift_01_DDPF	Forklift_01_DDPF	1.00	manual
Formwork_01_Pillar_A	ind_formwork_01_pillar_b	1.0	auto-dims
Formwork_01_Pillar_B	ind_formwork_01_pillar_c	1.0	auto-dims
Formwork_01_Pillar_B_CrowsNest	ind_formwork_01_pillar_b_crowsnest	1.0	exact
Formwork_01_Wall_A	ind_formwork_01_wall_a	1.0	exact
FoundationConstructionCoverBroken_01_White	ind_foundationconstructioncoverbroken_01_white	1.0	exact
FoundationConstructionCover_01_1024_LGT_Green_02	ind_foundationconstructioncover_01_1024_lgt_green_02	1.0	exact
FoundationConstructionCover_01_1024_White	ind_foundationconstructioncover_01_1024_white	1.0	exact
FoundationConstructionCover_01_256	ind_foundationconstructioncover_01_256	1.0	exact
FoundationConstructionCover_01_256_White	ind_foundationconstructioncover_01_256_white	1.0	exact
FoundationConstructionCover_01_512	ind_foundationconstructioncover_01_512	1.0	exact
FoundationConstructionCover_01_512_Green	ind_foundationconstructioncover_01_512_green	1.0	exact
FoundationConstructionCover_01_512_White	ind_foundationconstructioncover_01_512_white	1.0	exact
FoundationConstructionCover_FullDestruction_01_256	ind_foundationconstructioncover_fulldestruction_01_256	1.0	exact
FoundationConstructionCover_FullDestruction_01_512	ind_foundationconstructioncover_fulldestruction_01_512	1.0	exact
FoundationConstruction_01_1024x256	ind_foundationconstruction_01_1024x256	1.0	exact
FoundationConstruction_01_256x256	ind_foundationconstruction_01_256x256	1.0	exact
FoundationConstruction_01_512x256	FoundationConstruction_01_512x256	1.00	manual
FoundationConstruction_01_C90	ind_foundationconstruction_01_c90	1.0	exact
FoundationGunEmplacement_01	seu_foundationgunemplacement_02	1.0	auto-dims
FoundationGunEmplacement_02	seu_foundationgunemplacement_02	1.0	exact
FoundationPlanter_02_L_120	com_foundationplanter_02_l_120	1.0	exact
FoundationPlanter_02_M_120	com_foundationplanter_02_m_120	1.0	exact
FoundationPlanter_02_S_120	com_foundationplanter_02_s_120	1.0	exact
FoundationPlanter_Long_01_B	com_foundationplanter_long_01_b	1.0	exact
FoundationStairs_01_1024x128	FoundationStairs_01_1024x128	1.00	manual
FoundationStairs_01_1024x64	FoundationStairs_01_1024x64	1.00	manual
FoundationStairs_01_128x256	cas_foundationstairs_01_128x256	1.0	exact
FoundationStairs_01_224x192	seu_foundationstairs_01_224x192	1.0	exact
FoundationStairs_01_256x256_Contaminated	naf_foundationstairs_01_256x256	1.0	auto-dims
FoundationStairs_01_256x384_Contaminated	naf_foundationstairs_01_256x384_contaminated	1.0	exact
FoundationStairs_01_256x64	FoundationStairs_01_256x64	1.00	manual
FoundationStairs_01_448x192	seu_foundationstairs_01_448x192	1.0	exact
FoundationStairs_01_512x128	FoundationStairs_01_512x128	1.00	manual
FoundationStairs_01_512x256	FoundationStairs_01_512x256	1.00	manual
FoundationStairs_01_512x384	naf_foundationstairs_01_512x384	1.0	exact
FoundationStairs_01_512x64	FoundationStairs_01_512x64	1.00	manual
FoundationStairs_01_VillageDoor	FoundationStairs_01_VillageDoor	1.00	manual
FoundationTerrainPiece_01	seu_foundationterrainpiece_01	1.0	exact
FoundationWallCorner90_01_A	FoundationWallCorner90_01_A	1.00	manual
FoundationWallCorner90_01_B	FoundationWallCorner90_01_B	1.00	manual
FoundationWallCorner90_Tall_01_A	FoundationWallCorner90_Tall_01_A	1.00	manual
FoundationWallCorner90_Tall_01_B	FoundationWallCorner90_Tall_01_B	1.00	manual
FoundationWallMediumCorner_01	seu_foundationwallmediumcorner_01	1.0	exact
FoundationWallPileDebris_01	seu_foundationwallpiledebris_01	1.0	exact
FoundationWallRuinRocksBlock_01	seu_foundationwallruinrocksblock_01	1.0	exact
FoundationWallRuinThick_01	seu_foundationwallruinthick_01	1.0	exact
FoundationWallStraight_01_A_128	FoundationWallStraight_01_A_128	1.00	manual
FoundationWallStraight_01_A_256	FoundationWallStraight_01_A_256	1.00	manual
FoundationWallStraight_01_A_512	FoundationWallStraight_01_A_512	1.00	manual
FoundationWallStraight_01_Tall_A_128	FoundationWallStraight_01_Tall_A_128	1.00	manual
FoundationWallStraight_01_Tall_A_256	FoundationWallStraight_01_Tall_A_256	1.00	manual
FoundationWallStraight_01_Tall_A_512	FoundationWallStraight_01_Tall_A_512	1.00	manual
FoundationWallTunnel_1024x768_01	euu_foundationwalltunnel_1024x768_01	1.0	exact
FoundationWallTunnel_512x512_01	euu_foundationwalltunnel_512x512_01	1.0	exact
FoundationWall_01_1024	seu_foundationwall_01_1024	1.0	exact
FoundationWall_01_256	seu_foundationwall_01_256	1.0	exact
FoundationWall_01_512	seu_foundationwall_01_512	1.0	exact
FoundationWall_01_512_SlopeLeft	seu_foundationwall_01_512_slopeleft	1.0	exact
FoundationWall_01_512_SlopeRight	seu_foundationwall_01_512_sloperight	1.0	exact
FoundationWall_01_512_SlopeSteepLeft	seu_foundationwall_01_512_slopesteepleft	1.0	exact
FoundationWall_01_512_SlopeSteepRIght	seu_foundationwall_01_512_slopesteepright	1.0	exact
FoundationWall_01_CC15	seu_foundationwall_01_cc15	1.0	exact
FoundationWall_01_CC45	seu_foundationwall_01_cc45	1.0	exact
FoundationWall_01_CC90	seu_foundationwall_01_cc90	1.0	exact
FoundationWall_01_CV15	seu_foundationwall_01_cv15	1.0	exact
FoundationWall_01_CV30	seu_foundationwall_01_cv30	1.0	exact
FoundationWall_01_CV45	seu_foundationwall_01_cv45	1.0	exact
FoundationWall_01_CV45Round	seu_foundationwall_01_cv45round	1.0	exact
FoundationWall_01_CV90	seu_foundationwall_01_cv90	1.0	exact
FoundationWall_01_Collumn	seu_foundationwall_01_collumn	1.0	exact
FoundationWall_1024x256_01	euu_foundationwall_1024x256_01	1.0	exact
FoundationWall_1024x512_01	euu_foundationwall_1024x512_01	1.0	exact
FoundationWall_512x512_C90_01	euu_foundationwall_512x512_c90_01	1.0	exact
FoundationWall_Medium_01_C90Out	seu_foundationwall_medium_01_c90out	1.0	exact
FoundationWall_Medium_01_EndLeft	seu_foundationwall_medium_01_endleft	1.0	exact
FoundationWall_Medium_01_EndRight	seu_foundationwall_medium_01_endright	1.0	exact
FoundationWall_Medium_01_Straight	seu_foundationwall_medium_01_straight	1.0	exact
FountainSource_01	com_fountainsource_01	1.0	exact
FrameworkMetal_01_B	ind_frameworkmetal_01_b	1.0	exact
FreezerShop_01	FreezerShop_01	1.00	manual
FreshFoodStand_01	com_freshfoodstand_01	1.0	exact
FridgeShop_01	FridgeShop_01	1.00	manual
FridgeShop_01_DDPF	FridgeShop_01_DDPF	1.00	manual
Fridge_01_DDPF	Fridge_01_DDPF	1.00	manual
FruitBowl_01	com_fruitbowl_01	1.0	exact
FuelCanisterPortable_01	com_fuelcanisterportable_01	1.0	exact
FuelTestingFrame_01_E	ind_fueltestingframe_01_h	1.0	auto-dims
FuelTestingFrame_01_G_Double	ind_fueltestingframe_01_g_double	1.0	exact
FuelTrailer_01	mil_fueltrailer_01	1.0	exact
FuseBox_01_B	com_fusebox_01_b	1.0	exact
GLA_URB_Scaffolding_512_192_1536	gla_urb_scaffolding_512_192_1536	1.0	exact
GantryBase_01	GantryBase_01	1.00	manual
GantryCoupler_01_Golmud	GantryCoupler_01_Golmud	1.00	manual
GantryFrame_01	GantryFrame_01	1.00	manual
GantryFrame_02	GantryFrame_02	1.00	manual
GantryFrame_03	GantryFrame_03	1.00	manual
GarageBuilding_03	GarageBuilding_03	1.00	manual
GarageFrontStep_01	GarageFrontStep_01	1.00	manual
GarageRoof_01	GarageRoof_01	1.00	manual
Garagebuilding_01	Garagebuilding_01	1.00	manual
Garagebuilding_02	Garagebuilding_02	1.00	manual
GarbageCluster_01	GarbageCluster_01	1.00	manual
GarbageCluster_01A	GarbageCluster_01A	1.00	manual
GarbageCluster_02_VFX	GarbageCluster_02_VFX	1.00	manual
GarbageCluster_02_VFX_fliesOnly	GarbageCluster_02_VFX_fliesOnly	1.00	manual
GarbageCluster_03	GarbageCluster_03	1.00	manual
GarbageCluster_03_VFX	GarbageCluster_03_VFX	1.00	manual
GarbageCluster_04	GarbageCluster_04	1.00	manual
GarbageCluster_05	GarbageCluster_05	1.00	manual
GarbageCluster_Set_06	GarbageCluster_Set_06	1.00	manual
GarbageRoom_01	br_seu_garbageroom_01	1.0	exact
GardenChair_01	com_gardenchair_01	1.0	exact
GardenTable_01	com_gardentable_01	1.0	exact
GasCage_01	mil_gascage_01	1.0	exact
GasCutterTank_01	GasCutterTank_01	1.00	manual
GasCutterTank_01_DDPF	GasCutterTank_01_DDPF	1.00	manual
GasCutter_01	GasCutter_01	1.00	manual
GasCylinder_01_Large	GasCylinder_01_Large	1.00	manual
GasCylinder_01_Large_DDPF	GasCylinder_01_Large_DDPF	1.00	manual
GasCylinder_01_Large_SP_DEPRECATED	GasCylinder_01_Large_SP_DEPRECATED	1.00	manual
GateCheckpoint_01	GateCheckpoint_01	1.00	manual
GateCheckpoint_01_Pole	GateCheckpoint_01_Pole	1.00	manual
GateMetal_01_A	seu_gatemetal_01_a	1.0	exact
GateMetal_01_B	seu_gatemetal_01_b	1.0	auto-dims
GateMetal_01_B_Break	seu_gatemetal_01_b	1.0	auto-dims
GeneratorPortable_01	GeneratorPortable_01	1.00	manual
Generator_01	Generator_01	1.00	manual
Generator_03_B	com_generator_03_a	1.0	auto-dims
Generator_03_C	com_generator_03_b	1.0	auto-dims
GlassBeer_01	GlassBeer_01	1.00	manual
GlassDebris_01	com_glassdebris_01	1.0	exact
Glass_01_Short	Glass_01_Short	1.00	manual
Glass_01_Tall	Glass_01_Tall	1.00	manual
Gloves_01	mil_gloves_01	1.0	exact
GolfBag_01	com_golfbag_01	1.0	exact
GolfCart_01	GolfCart_01	1.00	manual
GolfCart_01_Chains	GolfCart_01_Chains	1.00	manual
GolfCart_01_Sign	GolfCart_01_Sign	1.00	manual
GolfCart_NoWheels_01	com_golfcart_nowheels_01	1.0	exact
GolfCart_Wheel_01	com_golfcart_wheel_01	1.0	exact
GolfClothes_01_A	com_golfclothes_01_b	1.0	auto-dims
GolfClothes_01_B	GolfClothes_01_B	1.00	manual
GolfClothes_01_C	GolfClothes_01_C	1.00	manual
GolfClothes_01_D	com_golfclothes_01_d	1.0	exact
GolfClubSet_01	com_golfclubset_01_c	1.0	auto-dims
GolfClubSet_01_B	com_golfclubset_01_a	1.0	auto-dims
GolfClubSet_01_C	com_golfclubset_01_b	1.0	auto-dims
GolfCourse_SmallSign_01	com_golfcourse_smallsign_01	1.0	exact
GolfFlagStickPole_01	GolfFlagStickPole_01	1.00	manual
GolfSign_Large_01	com_golfsign_large_01	1.0	exact
GolfSign_Medium_01	com_golfsign_medium_01	1.0	exact
GolfSign_Small_01	com_golfsign_small_01	1.0	exact
GolfYardMarker_01_100	com_golfyardmarker_01_100	1.0	exact
GolfYardMarker_01_150	com_golfyardmarker_01_150	1.0	exact
GolfYardMarker_01_200	com_golfyardmarker_01_200	1.0	exact
GolfYardMarker_01_250	com_golfyardmarker_01_250	1.0	exact
GravelMound_01	euu_gravelmound_01	1.0	exact
GroundCollapsePart_01	com_groundcollapsepart_01	1.0	exact
GroundCollapsePart_02	com_groundcollapsepart_02	1.0	exact
GroundCollapsePart_03	com_groundcollapsepart_03	1.0	exact
GroundRocky_03	seu_groundrocky_03	1.0	exact
GuardTowerAntenna_01	GuardTowerAntenna_01	1.00	manual
GuardTowerDoor_01_112x246	mil_guardtowerdoor_01_112x246	1.0	auto-dims
GuardTowerGround_01	GuardTowerGround_01	1.00	manual
GuardTowerHouse_01	mil_guardtowerhouse_01	1.0	auto-dims
GuardTowerPlatform_01	mil_guardtowerplatform_01	1.0	exact
GuardTowerWindows_01_128x192	mil_guardtowerwindows_01_128x192	1.0	exact
GuardTowerWindows_01_256x192	mil_guardtowerwindows_01_256x192	1.0	exact
GuardTowerWood_01	GuardTowerWood_01	1.00	manual
GuardTowerWood_01_Stairs_B	mil_guardtowerwood_01_stairs_a	1.0	auto-dims
GuardTowerWood_01_Stand	mil_guardtowerwood_01_stand	1.0	auto-dims
GuardTower_House_01	meshp_guardtowerhouse_01	1.0	exact
GunsmithToolkit_01_Open	fed_gunsmithtoolkit_01_open	1.0	exact
GypsumStack_01	com_gypsumstack_01	1.0	exact
GypsumStack_01_256	com_gypsumstack_01_256_a	1.0	auto-dims
HEMTT_01	HEMTT_01	1.00	manual
HEMTT_01_Door_FrontLeft	HEMTT_01_Door_FrontLeft	1.00	manual
HEMTT_01_Door_FrontRight	HEMTT_01_Door_FrontRight	1.00	manual
HEMTT_01_Wheel	HEMTT_01_Wheel	1.00	manual
HVACDuct_01_128	ind_hvacduct_01_128	1.0	exact
HVACDuct_01_256	ind_hvacduct_01_256	1.0	auto-dims
HVACDuct_01_512	ind_hvacduct_01_512	1.0	auto-dims
HVACDuct_01_C45	ind_hvacduct_01_c45	1.0	exact
HVAC_01	com_hvac_01_nbrk	1.0	auto-dims
HVAC_01_VFX	com_hvac_01_vfx	1.0	exact
HalfaGrass_01_S_B	bs_com_halfagrass_01_s_b	1.0	exact
HandDryer_01	com_handdryer_01	1.0	exact
Handcart_01	Handcart_01	1.00	manual
HandicapRails_01_256	com_handicaprails_01_256	1.0	exact
HandicapRails_01_512	com_handicaprails_01_512	1.0	exact
HangarCeilingSupport_01_512	mil_hangarceilingsupport_01_512	1.0	auto-dims
HangarDoorFrame_01_160x256	seu_hangardoorframe_01_160x256	1.0	exact
HangarDoorFrame_02_384x256	seu_hangardoorframe_02_384x256	1.0	exact
HangarEntrance_01	bd_seu_hangarentrance_01	1.0	exact
HangarGate_01_L_Frame	mil_hangargate_03_frame	1.0	auto-dims
HangarGate_01_R_Frame	mil_hangargate_01_r_frame	1.0	exact
HangarGate_02	mil_hangargate_02	1.0	exact
HangarGate_03_Frame	mil_hangargate_03_frame	1.0	exact
HangarGate_05	mil_hangargate_05	1.0	exact
HangarShellLarge_01	mil_hangarshelllarge_01	1.0	exact
HangarSpace_Generator_03	fed_hangarspace_generator_03	1.0	exact
HangeGateWheel_01_112	mil_hangegatewheel_01_112	1.0	exact
HangeGateWheel_01_144	mil_hangegatewheel_01_144	1.0	exact
HangerClothes_01_B	HangerClothes_01_B	1.00	manual
HangerLargeWallExtension_01	cas_hangerlargewallextension_01	1.0	exact
HangerLargeWallExtension_02	cas_hangerlargewallextension_02	1.0	exact
HangingFabrics_01_A	com_hangingfabrics_01	1.0	auto-dims
HangingFabrics_01_B	com_hangingfabrics_01_b	1.0	exact
HangingPendant_01	dc_com_hangingpendant_01	1.0	exact
HarborBlock_Edge_1024	com_harborblock_edge_1024	1.0	exact
HarborBlock_Edge_1024_Simple	com_harborblock_edge_1024_simple	1.0	exact
HarborBlock_Edge_256_Closed	com_harborblock_edge_256_closed	1.0	exact
HarborBlock_Edge_256_Corner	com_harborblock_edge_256_corner	1.0	exact
HarborBlock_Edge_512	com_harborblock_edge_512	1.0	exact
HarborBlock_Edge_724_Simple	com_harborblock_edge_724_simple	1.0	exact
HarborBlock_Pillar_256	com_harborblock_pillar_256	1.0	exact
HarborLoadingCrane_Hook_01	harborloadingcrane_hook_01	1.0	exact
HardenedSurvellianceCamera_01	com_hardenedsurvelliancecamera_01	1.0	exact
HatchGroundRural_01	HatchGroundRural_01	1.00	manual
HayBale_01_Brick_B	HayBale_01_Brick_B	1.00	manual
HayBale_01_Brick_C	HayBale_01_Brick_C	1.00	manual
HayBale_01_Haypile_B	HayBale_01_Haypile_B	1.00	manual
HayBale_01_Haypile_C	HayBale_01_Haypile_C	1.00	manual
HayBale_01_Haypile_D	HayBale_01_Haypile_D	1.00	manual
HayBale_01_Haystack_B	HayBale_01_Haystack_B	1.00	manual
HayBale_01_Haystack_C	HayBale_01_Haystack_C	1.00	manual
HayStack_02	cas_haystack_02	1.0	exact
Headset_01	mil_headset_01	1.0	exact
HeatTank_01	com_heattank_01	1.0	exact
Hedgehog_01	Hedgehog_01	1.00	manual
Helmet_01	mil_helmet_01	1.0	exact
HescoBastionPlatform_01	HescoBastionPlatform_01	1.00	manual
HescoBastionRoof_01	mil_hescobastionroof_01	1.0	exact
HescoBastionStructure_01	HescoBastionStructure_01	1.00	manual
HescoCovers_01_A	mil_hescocovers_01_a	1.0	exact
HescoCovers_01_B	mil_hescocovers_01_b	1.0	exact
HescoCovers_01_C	mil_hescocovers_01_c	1.0	exact
HescoCovers_01_D	mil_hescocovers_01_d	1.0	exact
HescoCovers_01_E	mil_hescocovers_01_e	1.0	exact
HescoCovers_01_Roof	mil_hescocovers_01_roof	1.0	exact
HescoCovers_01_RoofSheet	mil_hescocovers_01_roofsheet	1.0	exact
HescoCovers_01_RoofSupport	mil_hescocovers_01_roofsupport	1.0	exact
HescoCovers_01_Sheet_A	mil_hescocovers_01_sheet_a	1.0	exact
HescoCovers_01_Sheet_B	HescoCovers_01_Sheet_B	1.00	manual
HescoWallCollapseHesco_01	mil_hescowallcollapsehesco_01	1.0	exact
HescoWallCollapseStatic_01	mil_hescowallcollapsestatic_01	1.0	exact
HighwayBrooklyn_01_A	euu_highwaybrooklyn_01_a	1.0	exact
HighwayBrooklyn_01_B	euu_highwaybrooklyn_01_b	1.0	exact
HighwayBrooklyn_01_B2	euu_highwaybrooklyn_01_b2	1.0	exact
HighwayBrooklyn_01_C	euu_highwaybrooklyn_01_c	1.0	exact
HighwayBrooklyn_01_D	euu_highwaybrooklyn_01_d	1.0	exact
HighwayBrooklyn_01_E	euu_highwaybrooklyn_01_e	1.0	exact
HighwayBrooklyn_01_E_DST	euu_highwaybrooklyn_01_e_dst	1.0	exact
HighwayBrooklyn_01_F	euu_highwaybrooklyn_01_f	1.0	exact
HighwayBrooklyn_01_G	euu_highwaybrooklyn_01_g	1.0	exact
HighwayBrooklyn_01_H	euu_highwaybrooklyn_01_h	1.0	exact
HighwayBrooklyn_01_Straight_Combo	euu_highwaybrooklyn_01_straight_combo	1.0	exact
HighwayConstructionDivider_01	HighwayConstructionDivider_01	1.00	manual
HighwayConstructionEnd_01	HighwayConstructionEnd_01	1.00	manual
HighwayConstructionSupport_01_B	HighwayConstructionSupport_01_B	1.00	manual
HighwayConstructionTurn_01	HighwayConstructionTurn_01	1.00	manual
HighwayCurb_01_1024	com_highwaycurb_01_1024	1.0	exact
HighwayCurb_01_256	com_highwaycurb_01_256	1.0	exact
HighwayCurb_01_512	com_highwaycurb_01_512	1.0	exact
HighwayOverpassBrokenBarrier_01	com_highwayoverpassbrokenbarrier_01	1.0	exact
HighwayOverpassBrokenChunk_01	com_highwayoverpassbrokenchunk_01	1.0	exact
HighwayOverpassBrokenChunk_02	com_highwayoverpassbrokenchunk_02	1.0	exact
HighwayOverpass_CurveLong_01	HighwayOverpass_CurveLong_01	1.00	manual
HighwayOverpass_Foundation_01	HighwayOverpass_Foundation_01	1.00	manual
HighwayOverpass_Straight_01_4096	HighwayOverpass_Straight_01_4096	1.00	manual
HighwayOverpass_Straight_02_4096	com_highwayoverpass_straight_02_4096	1.0	exact
HighwayPillar_01	HighwayPillar_01	1.00	manual
HighwayRailing_01_1024	com_highwayrailing_01_1024	1.0	exact
HighwayRailing_01_512	com_highwayrailing_01_512	1.0	exact
HighwayRubble_01_A	naf_highwayrubble_01_a	1.0	exact
HighwayRubble_01_B	HighwayRubble_01_B	1.00	manual
HighwayRubble_01_C	naf_highwayrubble_01_b	1.0	auto-dims
HighwaySignFrame_01	HighwaySignFrame_01	1.00	manual
HighwaySignPoleTall_01	com_highwaysignpoletall_01	1.0	exact
HighwaySignPoleTall_01_DDPF	com_highwaysignpoletall_01	1.0	exact
HighwaySignPole_01	HighwaySignPole_01	1.00	manual
HighwaySignage_01	com_highwaysignage_06	1.0	auto-dims
HighwaySignage_02	HighwaySignage_02	1.00	manual
HighwaySignage_04	HighwaySignage_04	1.00	manual
HighwaySignage_05	HighwaySignage_05	1.00	manual
HighwaySignage_06	com_highwaysignage_06	1.0	exact
HighwaySignage_07	com_highwaysignage_07	1.0	exact
HighwaySplit_01	HighwaySplit_01	1.00	manual
HighwayStraightBroken_01	HighwayStraightBroken_01	1.00	manual
HighwayStraight_01	HighwayStraight_01	1.00	manual
HighwaySupport_Pillar_01	com_highwaysupport_pillar_01	1.0	exact
HighwayTurnBroken_01	HighwayTurnBroken_01	1.00	manual
HighwayTurn_01	HighwayTurn_01	1.00	manual
HookSmall_01	com_hooksmall_01	1.0	exact
Hookah_01	Hookah_01	1.00	manual
HoseFrackingAdapter_01	ind_hosefrackingadapter_01	1.0	exact
HoseFrackingAdapter_02	ind_hosefrackingadapter_02	1.0	exact
HoseFrackingAdapter_03	ind_hosefrackingadapter_03	1.0	exact
HoseFrackingRoll_01	ind_hosefrackingroll_01	1.0	exact
HoseFracking_C45_01	ind_hosefracking_c45_01	1.0	exact
HoseFracking_C90_01	ind_hosefracking_c90_01	1.0	exact
HoseFracking_S512_01	ind_hosefracking_s512_01	1.0	exact
HotBunzBurgerBox_01	com_hotbunzburgerbox_01	1.0	exact
HotBunzBurgerBox_01_Dirty	com_hotbunzburgerbox_01_dirty	1.0	exact
HotBunzBurgerBox_01_Ruin	com_hotbunzburgerbox_01_ruin	1.0	exact
HotBunzCup_01	HotBunzCup_01	1.00	manual
HotBunzFryBox_01	com_hotbunzfrybox_01	1.0	exact
HotSauce_01	com_hotsauce_01	1.0	exact
HouseLarge_01	br_com_houselarge_01	1.0	exact
HouseMedium_01	HouseMedium_01	1.00	manual
HouseRuralLargeBalcony_01_Fence_A_512	HouseRuralLargeBalcony_01_Fence_A_512	1.00	manual
HouseRuralLargeBalcony_01_Fence_A_C90	HouseRuralLargeBalcony_01_Fence_A_C90	1.00	manual
HouseRuralLargeBalcony_01_Fence_A_Single	HouseRuralLargeBalcony_01_Fence_A_Single	1.00	manual
HouseRuralLargeBalcony_01_Roof_A_512	HouseRuralLargeBalcony_01_Roof_A_512	1.00	manual
HouseRuralLargeBalcony_01_Roof_A_C90	HouseRuralLargeBalcony_01_Roof_A_C90	1.00	manual
HouseRuralLargeBalcony_01_Terrace_A_512	HouseRuralLargeBalcony_01_Terrace_A_512	1.00	manual
HouseRuralLargeBalcony_01_Terrace_A_C90	HouseRuralLargeBalcony_01_Terrace_A_C90	1.00	manual
HouseRuralLargeFenceAddon_01	HouseRuralLargeFenceAddon_01	1.00	manual
HouseRuralLargeRoofAddon_01	HouseRuralLargeRoofAddon_01	1.00	manual
HouseRuralLargeStairsAddon_02	HouseRuralLargeStairsAddon_02	1.00	manual
HouseRuralLargeStairsAddon_02_Golmud	HouseRuralLargeStairsAddon_02_Golmud	1.00	manual
HouseRuralLargeTerraceAddon_01	HouseRuralLargeTerraceAddon_01	1.00	manual
HouseRuralLarge_01	HouseRuralLarge_01	1.00	manual
HouseRuralSmallHatchFrame_01	HouseRuralSmallHatchFrame_01	1.00	manual
HouseRuralSmallWall_01	HouseRuralSmallWall_01	1.00	manual
HouseRuralSmall_02	HouseRuralSmall_02	1.00	manual
HouseRuralSpareRoomAddon_01	HouseRuralSpareRoomAddon_01	1.00	manual
HouseRural_01_A	HouseRural_01_A	1.00	manual
HouseRural_01_B	HouseRural_01_B	1.00	manual
HouseRural_01_C	HouseRural_01_C	1.00	manual
HouseRural_01_D	HouseRural_01_D	1.00	manual
HouseRural_01_E	bd_cas_houserural_01_e	1.0	exact
HouseRural_01_F	bd_cas_houserural_01_f	1.0	exact
HouseRural_01_G	HouseRural_01_G	1.00	manual
HouseRural_01_H	HouseRural_01_H	1.00	manual
HouseRural_01_I	HouseRural_01_I	1.00	manual
HouseRural_01_J	bd_cas_houserural_01_j	1.0	exact
HouseRural_02_Awning	bd_cas_houserural_02_awning	1.0	exact
HouseRural_02_B	bd_cas_houserural_02_f	1.0	auto-dims
HouseRural_02_C	bd_cas_houserural_02_a	1.0	auto-dims
HouseRural_02_E	bd_cas_houserural_02_g	1.0	auto-dims
HouseRural_02_F	bd_cas_houserural_02_e	1.0	auto-dims
HouseVillageBalcony_01	seu_housevillagebalcony_01	1.0	exact
HouseVillageWainscoting_01	seu_housevillagewainscoting_01	1.0	auto-dims
House_06	br_com_house_06	1.0	exact
House_07	br_com_house_07	1.0	exact
